Date,SMI,Conflict_Active,Conflict_Type,Conflict_Aspect,Conflict_Intensity,Conflict_Signals,Yogas,Temporal,USA_Score,USA_Signals,India_Score,India_Signals
2026-08-31,2.8,True,cold_siege,square,92.1,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,,10,USA: Mars triggers Rahu (Violence/panic),0,
2026-09-01,2.8,True,cold_siege,square,99.3,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,,10,USA: Mars triggers Rahu (Violence/panic),0,
2026-09-02,2.8,True,cold_siege,square,90.6,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,,10,USA: Mars triggers Rahu (Violence/panic),0,
2026-09-03,2.8,True,cold_siege,square,82.0,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,,10,USA: Mars triggers Rahu (Violence/panic),0,
2026-09-04,2.8,True,cold_siege,square,73.4,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,,10,USA: Mars triggers Rahu (Violence/panic),0,
2026-09-05,2.8,True,cold_siege,square,64.8,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,,10,USA: Mars triggers Rahu (Violence/panic),0,
2026-09-06,2.8,True,cold_siege,square,56.2,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,,10,USA: Mars triggers Rahu (Violence/panic),0,
2026-09-07,5.3,True,cold_siege,square,47.6,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,,10,USA: Mars triggers Rahu (Violence/panic),0,
2026-09-08,5.3,True,cold_siege,square,39.0,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,,10,USA: Mars triggers Rahu (Violence/panic),0,
2026-09-09,5.3,True,cold_siege,square,30.4,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,,10,USA: Mars triggers Rahu (Violence/panic),0,
2026-09-10,5.3,True,cold_siege,square,21.8,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,Partial Solar Eclipse (Axis: Aquarius/Leo),0,,0,
2026-09-11,5.3,True,cold_siege,square,13.2,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,,0,,0,
2026-09-12,5.3,True,cold_siege,square,4.6,"Mars-Saturn equal strength → defaulting to COLD SIEGE (Saturn restricts); Energy: DEMAND DESTRUCTION — factories stop, oil demand collapses; All cyclicals: Recession fear driven selloff",,,0,,0,
2026-09-13,4.3,False,,,0.0,,,,0,,0,
2026-09-14,4.3,False,,,0.0,,,,0,,0,
2026-09-15,1.8,False,,,0.0,,,,0,,0,
2026-09-16,1.8,False,,,0.0,,,,0,,0,
2026-09-17,1.8,False,,,0.0,,,,0,,0,
2026-09-18,1.8,False,,,0.0,,,,0,,0,
2026-09-19,1.8,False,,,0.0,,,,0,,0,
2026-09-20,4.3,False,,,0.0,,,,0,,0,
2026-09-21,1.8,False,,,0.0,,,,0,,0,
2026-09-22,1.8,False,,,0.0,,,,0,,0,
2026-09-23,4.3,False,,,0.0,,Grahan Yoga (Lunar) (Public Panic/Sentiment Volatility),,0,,0,
2026-09-24,1.8,False,,,0.0,,Grahan Yoga (Lunar) (Public Panic/Sentiment Volatility),,0,,0,
2026-09-25,1.8,False,,,0.0,,,,0,,0,
2026-09-26,1.8,False,,,0.0,,,,0,,0,
2026-09-27,1.8,False,,,0.0,,,,0,,0,
2026-09-28,1.8,False,,,0.0,,,,0,,0,
2026-09-29,1.8,False,,,0.0,,,,0,,0,
2026-09-30,1.8,False,,,0.0,,,,0,,0,
2026-10-01,1.8,False,,,0.0,,,,0,,0,
2026-10-02,1.8,False,,,0.0,,,,0,,0,
2026-10-03,1.8,False,,,0.0,,,,0,,0,
2026-10-04,1.8,False,,,0.0,,,,0,,0,
2026-10-05,1.8,False,,,0.0,,,,0,,0,
2026-10-06,5.3,False,,,0.0,,Graha Yudha (Mercury-Venus) (Planetary War between Mercury and Venus. Conflict and instability.),,0,,0,
2026-10-07,5.3,False,,,0.0,,Graha Yudha (Mercury-Venus) (Planetary War between Mercury and Venus. Conflict and instability.),,0,,0,
2026-10-08,1.8,False,,,0.0,,,,0,,0,
2026-10-09,4.3,False,,,0.0,,,,0,,0,
2026-10-10,1.8,False,,,0.0,,,,0,,0,
2026-10-11,1.8,False,,,0.0,,,,0,,0,
2026-10-12,1.8,False,,,0.0,,,,0,,0,
2026-10-13,1.8,False,,,0.0,,,,0,,0,
2026-10-14,1.8,False,,,0.0,,,,0,,0,
2026-10-15,1.8,False,,,0.0,,,,0,,0,
2026-10-16,1.8,False,,,0.0,,,,0,,0,
2026-10-17,1.8,False,,,0.0,,,,0,,0,
2026-10-18,1.8,False,,,0.0,,,,0,,0,
2026-10-19,4.3,False,,,0.0,,,,0,,0,
2026-10-20,1.8,False,,,0.0,,,,0,,0,
2026-10-21,4.3,False,,,0.0,,Grahan Yoga (Lunar) (Public Panic/Sentiment Volatility),,0,,0,
2026-10-22,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-10-23,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-10-24,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-10-25,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-10-26,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-10-27,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-10-28,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-10-29,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-10-30,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-10-31,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-11-01,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-11-02,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-11-03,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-11-04,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-11-05,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-11-06,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-11-07,1.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-08,1.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-09,3.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-10,3.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-11,3.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-12,3.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-13,4.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-14,8.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks), Graha Yudha (Mars-Jupiter) (Planetary War between Mars and Jupiter. Conflict and instability.)",,0,,0,
2026-11-15,8.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks), Graha Yudha (Mars-Jupiter) (Planetary War between Mars and Jupiter. Conflict and instability.)",,0,,0,
2026-11-16,10.0,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks), Graha Yudha (Mars-Jupiter) (Planetary War between Mars and Jupiter. Conflict and instability.)",,0,,0,
2026-11-17,8.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks), Grahan Yoga (Lunar) (Public Panic/Sentiment Volatility), Graha Yudha (Mars-Jupiter) (Planetary War between Mars and Jupiter. Conflict and instability.)",,0,,0,
2026-11-18,6.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks), Graha Yudha (Mars-Jupiter) (Planetary War between Mars and Jupiter. Conflict and instability.)",,0,,0,
2026-11-19,1.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-20,1.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-21,1.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-22,1.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-23,1.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-24,1.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Pisacha Yoga (Hidden Violence/Structural Breaks)",,0,,0,
2026-11-25,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-11-26,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-11-27,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-11-28,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-11-29,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-11-30,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-01,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-02,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-03,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-04,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-05,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-06,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-07,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-08,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-09,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-10,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-11,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-12,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-13,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-14,5.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Grahan Yoga (Lunar) (Public Panic/Sentiment Volatility)",,0,,0,
2026-12-15,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-16,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-17,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-18,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-19,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-20,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-21,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2026-12-22,1.8,False,,,0.0,,,,0,,0,
2026-12-23,1.8,False,,,0.0,,,,0,,0,
2026-12-24,1.8,False,,,0.0,,,,0,,0,
2026-12-25,1.8,False,,,0.0,,,,0,,0,
2026-12-26,1.8,False,,,0.0,,,,0,,0,
2026-12-27,1.8,False,,,0.0,,,,0,,0,
2026-12-28,1.8,False,,,0.0,,,,0,,0,
2026-12-29,1.8,False,,,0.0,,,,0,,0,
2026-12-30,4.3,False,,,0.0,,,,0,,0,
2026-12-31,1.8,False,,,0.0,,,,0,,0,
2027-01-01,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-02,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-03,1.8,False,,,0.0,,,,0,,0,
2027-01-04,1.8,False,,,0.0,,,,0,,0,
2027-01-05,1.8,False,,,0.0,,,,0,,0,
2027-01-06,1.8,False,,,0.0,,,,0,,0,
2027-01-07,1.8,False,,,0.0,,,,0,,0,
2027-01-08,1.8,False,,,0.0,,,,0,,0,
2027-01-09,4.3,False,,,0.0,,,,0,,0,
2027-01-10,4.3,False,,,0.0,,Grahan Yoga (Lunar) (Public Panic/Sentiment Volatility),,0,,0,
2027-01-11,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-12,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-13,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-14,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-15,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-16,1.8,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-17,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-18,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-19,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-20,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-21,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-22,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-23,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),Partial Lunar Eclipse (Axis: Aquarius/Leo),0,,0,
2027-01-24,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-25,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-26,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-27,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-28,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-29,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-30,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-01-31,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-02-01,4.3,False,,,0.0,,Ganesha Yoga (Religious/Ethical Correction),,0,,0,
2027-02-02,4.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Grahan Yoga (Solar) (Eclipsed Authority/Leadership Crisis)",,0,,0,
2027-02-03,4.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Grahan Yoga (Solar) (Eclipsed Authority/Leadership Crisis)",,0,,0,
2027-02-04,1.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Grahan Yoga (Solar) (Eclipsed Authority/Leadership Crisis)",,0,,0,
2027-02-05,1.8,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Grahan Yoga (Solar) (Eclipsed Authority/Leadership Crisis)",Total/Annular Solar Eclipse (Axis: Aquarius/Leo),0,,0,
2027-02-06,4.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Grahan Yoga (Solar) (Eclipsed Authority/Leadership Crisis), Grahan Yoga (Lunar) (Public Panic/Sentiment Volatility)",Total/Annular Solar Eclipse (Axis: Aquarius/Leo),0,,0,
2027-02-07,4.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Grahan Yoga (Solar) (Eclipsed Authority/Leadership Crisis), Grahan Yoga (Lunar) (Public Panic/Sentiment Volatility)",Total/Annular Solar Eclipse (Axis: Aquarius/Leo),0,,0,
2027-02-08,3.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Grahan Yoga (Solar) (Eclipsed Authority/Leadership Crisis)",,0,,0,
2027-02-09,3.3,False,,,0.0,,"Ganesha Yoga (Religious/Ethical Correction), Grahan Yoga (Solar) (Eclipsed Authority/Leadership Crisis)",,0,,0,
